"timestamp"	"author"	"message"
"2026-06-27T14:05:27.196000+00:00"	"bigptoughneigh"	"<@1497241385647214742> I'm leaning towards not giving you the verified role since you want to take a step back from the project, does that make sense?"
"2026-06-27T14:05:40.045000+00:00"	"bigptoughneigh"	"they are held privately in general"
"2026-06-27T14:05:43.317000+00:00"	"ermak_87377"	""
"2026-06-27T14:05:50.052000+00:00"	"meatsus"	"tbh the problem here is that anyone can be the nvidia guy  but the whole ""verified"" role should be general for all the channels even <#1520424135849934961> should not be visible unless someone got verified role"
"2026-06-27T14:06:01.896000+00:00"	"meatsus"	"and I suggest that after ~week we don't accept anyone more"
"2026-06-27T14:06:29.629000+00:00"	"bigptoughneigh"	"ok, that's rough but fair"
"2026-06-27T14:06:35.441000+00:00"	"petrikrohn_26497"	"No, I do not want to take a step back. But I cannot share material I have received privately."
"2026-06-27T14:07:27.191000+00:00"	"serplay228"	"What if i can proof, that im just 15 yrs old, and i legally cant work for  nvidia yet?"
"2026-06-27T14:08:28.841000+00:00"	"meatsus"	"sorry this is the internet, even without AI I don't believe anyone :D"
"2026-06-27T14:08:38.767000+00:00"	"arabel1la"	"doesn't the presence of someone from the old discord server here automatically ruin the whole idea of clean room then?"
"2026-06-27T14:08:50.113000+00:00"	"bigptoughneigh"	"This isn't a clean/dirty room"
"2026-06-27T14:08:58.667000+00:00"	"bigptoughneigh"	"This is just to discuss how it should be set up"
"2026-06-27T14:09:11.712000+00:00"	"bigptoughneigh"	"But yes, that's an issue for sure"
"2026-06-27T14:09:27.922000+00:00"	"meatsus"	"not exactly because we don't have the old messages the users themselves don't poison anything by existing in here"
"2026-06-27T14:09:40.317000+00:00"	"serplay228"	"Fuh, you're right, im 40 yrs old zadrot without social life, waiting for someone to achieve something"
"2026-06-27T14:10:37.882000+00:00"	"meatsus"	"very relatable, my contribution so far is to tell people to use dip switches for the strap resistors, to replace all the capacitors on the PCIe with 0.22uF and to ask ""where unlock"" every 250ms"
"2026-06-27T14:10:50.328000+00:00"	"rubbra_f"	"the chinese gonna raiding some cards"
"2026-06-27T14:10:53.696000+00:00"	"serplay228"	"Same, bro, same"
"2026-06-27T14:11:07.160000+00:00"	"petrikrohn_26497"	"No, you do not understand!  It **IS** public. Just difficult to find. This is the paper Jon sent to Nvidia. Considered everything there legal. The paper has been carefully scrubbed of any possible Nvidia secrets. Notice, that it does not even mention the word encryption. You are also free to share it on Github. I did not want to do it myself."
"2026-06-27T14:12:36.148000+00:00"	"bigptoughneigh"	"Thinking a new matrix or zulip is still the right play, with some sort of criteria to join."
"2026-06-27T14:13:07.892000+00:00"	"ozaty"	"Is matrix or zulip selfhosted? Having the files on your computer might be incriminating"
"2026-06-27T14:27:54.135000+00:00"	"bigptoughneigh"	"If the paper is/was safe, then why not share it? I'm genuinely confused, and in over my head here."
"2026-06-27T14:30:30.271000+00:00"	"meatsus"	"I think the paper is pretty safe, went through it a few times, it does not mention ***a specific leak*** in any way it mentions unlocking the GPU by privilege escalation and being able to write to BAR0 which is public knowledge"
"2026-06-27T14:31:13.725000+00:00"	"serplay228"	"I think we just don't need to share it in places, where lurkers could find it, as a proof"
"2026-06-27T14:32:10.113000+00:00"	"meatsus"	"I believe also the new right-to-repair laws that Louis Rossman fights for fall under this ""digital lock tampering"" that is the only ""illegal"" thing in the article - the process of removing limits"
"2026-06-27T14:32:37.440000+00:00"	"bigptoughneigh"	"I already gave him a call. Will let you know if FULU decides to sponsor it"
"2026-06-27T14:33:52.803000+00:00"	"chandanv1989"	"How much memory were we able to unlock? Any information on that?"
"2026-06-27T14:34:24.756000+00:00"	"bigptoughneigh"	"I have heard that it depends on the 8gb/10gb variants, but please keep this discussion to a minimum here"
"2026-06-27T14:34:29.997000+00:00"	"serplay228"	"Not so fast, you should prove yourself verified firstly"
"2026-06-27T14:34:55.500000+00:00"	"bigptoughneigh"	"Once again, the point of this server is to establish how a clean/dirty room setup should be put together"
"2026-06-27T14:34:56.629000+00:00"	"chandanv1989"	"For sure"
"2026-06-27T14:35:08.467000+00:00"	"serplay228"	"Resellers arent sleeping, you may be one too"
"2026-06-27T14:35:20.140000+00:00"	"m3gagluk"	"it's more or less correct, yes. the dirty room team does the dirty work and only produces the documentation that doesn't have anything illegal, the clean one who hasn't seen anything else restores the work only through the documents.  on the other hand, several nvidia-related research papers including those presented at CCC have relied on leaked code because, well, damage was expected to be done before i guess"
"2026-06-27T14:36:51.724000+00:00"	"bigptoughneigh"	"oh that's very interesting. If CCC papers have already referenced some of the leaked code that might have been the basis of the exploit, then it's safe to say that the trade secrets are already generally known. That could be huge if I'm reading that correctly"
"2026-06-27T14:38:06.231000+00:00"	"petrikrohn_26497"	"## Subtasks There are three separate things that need to be done to recreate the previous proof-of-concept. - Modify the Nvidia open source drivers so that they pass an oversized fake signature exploit to the GPU. The driver then needs to modify the registers via BAR0. - Create an exploit that modifies the PLMs so that the registers become host-writable. This is a ROP chain based on the cleartext booter code. - Find Nvidia's non-secret obfuscation key for debug code. This allows decrypting the debug version of the booter. The production version is exactly the same."
"2026-06-27T14:38:08.452000+00:00"	"m3gagluk"	"i shall probably refer to the Tegra fault injection paper that i was basically praying on for my work (not fully released but i got a shoutout for a related thing at CCC nevertheless) https://arxiv.org/abs/2108.06131  actually scratch the CCC paper; the linked on was talked about at a different conference <https://fdtc.deib.polimi.it/FDTC21/index.html>"
"2026-06-27T14:41:43.300000+00:00"	"bigptoughneigh"	""
"2026-06-27T14:41:48.179000+00:00"	"bigptoughneigh"	""
"2026-06-27T14:41:56.331000+00:00"	"bigptoughneigh"	""
"2026-06-27T14:43:13.878000+00:00"	"m3gagluk"	"i have a suspicion that there might even be chips with perfectly working VRAM too but with failing NVLink blocks, for example; those chips wouldn't qualify for other cards either"
"2026-06-27T14:45:36.237000+00:00"	"chandanv1989"	"Dont worry man. I am not a reseller. I am an AI architect and the cards will be used for running llms locally"
"2026-06-27T14:46:02.089000+00:00"	"bigptoughneigh"	"Given that the information used to generate the paper came from a trade secret that was already very publicly referenced, and therefore ""generally known"", does the work moving forward actually require a clean room?"
"2026-06-27T14:47:02.673000+00:00"	"serplay228"	"Same, but im just the student, who wants to make projects on those"
"2026-06-27T14:47:40.598000+00:00"	"serplay228"	"Oh, you are verified, sorry for that"
"2026-06-27T14:50:20.277000+00:00"	"serplay228"	"And then ive got a question: how i can prove, i am really the man i am"
"2026-06-27T14:51:46.174000+00:00"	"bigptoughneigh"	"it doesn't really matter here. I gave the verified role if there was anything that should be said in the verified only chat. Not seeing anything there, so clearly it doesn't matter in this context to people who might want to minimize their own risk"
"2026-06-27T14:53:32.888000+00:00"	"serplay228"	"Thats an abstract question, like how can i do that in our technology context when i will need to?"
"2026-06-27T14:53:42.577000+00:00"	"ju5t5omedude"	""
"2026-06-27T14:54:01.437000+00:00"	"serplay228"	"Hello"
"2026-06-27T15:04:51.076000+00:00"	"ju5t5omedude"	"In engineering.... Or reverse engineering, one team figures out how a competitor's product works, without regard about IP since this is never meant to see the light of day, merely trying to figure stuff out.  The clean room devs never talk to the other team about the project and will  attempt to engineer a product that matches our surpasses the benchmarks of the competitor.  The team will do so without infringing on IP, only general, public domain knowledge and their ingenuity."
"2026-06-27T15:09:39.097000+00:00"	"bigptoughneigh"	"Is the Jon pry paper a good example of what the documentation passed to a clean room should look like?"
"2026-06-27T15:15:19.308000+00:00"	"petrikrohn_26497"	"You must consider Jon Pry's paper ""clean"". It has been, not leaked, but published on a site for scientific publications. If Nvidia's legal team has problems with it, Jon Pry will face the consequences, not you. He has been very careful with what he says."
"2026-06-27T15:19:03.691000+00:00"	"bigptoughneigh"	"Not sure everyone agrees. Plus if it’s safe then why not post to the GitHub?"
"2026-06-27T15:21:42.305000+00:00"	"petrikrohn_26497"	"The issue of cleanness comes not from ""not replicating what Jon or A or B or C or H has done"", but from not directly basing your published work on what Nvidia considers their illegally obtained trade or other secrets. A or B or C or H are likely not going to publish anything."
"2026-06-27T15:34:23.672000+00:00"	"petrikrohn_26497"	"> If it’s safe then why not post to the GitHub? Two reasons: - Publishing stuff will drive up the prices. - I am not personally going to publish a link to it. I have already posted enough to raise Nvidia's interests. Besides, it is not my work, I do not want to take the glory or the credit for it. You are, however welcome to publish a link on Github. But make sure you got your GPUs first!"
"2026-06-27T15:49:20.276000+00:00"	"bigptoughneigh"	"Huh, so am I understanding right - we don’t need a dirty room at all at this point, only a clean room to implement the paper (which we consider clean). I’ll create a public place to document the whole development from that paper, and only people who already have the paper will be invited. Does that make sense? Anyone who can comment on the completeness of the paper would be appreciated, but please don’t say anything that would compromise the effort."
"2026-06-27T15:51:39.324000+00:00"	"serplay228"	"I think thats reasonable"
"2026-06-27T15:53:51.975000+00:00"	"bigptoughneigh"	"Let’s stay on topic please"
"2026-06-27T15:55:13.574000+00:00"	"bigptoughneigh"	"We aren’t releasing anything here or in the clean room, criteria will be people who already have the paper as of now unless someone  recommends otherwise"
"2026-06-27T15:57:17.752000+00:00"	"bigptoughneigh"	"Hopefully publicly visible slow progress will depress prices, please stop bringing it up."
"2026-06-27T15:57:26.129000+00:00"	"semion0059_07860"	"Do you mean the article?"
"2026-06-27T15:57:45.798000+00:00"	"alexhv1997"	"Why did you delete my message?"
"2026-06-27T15:58:12.534000+00:00"	"bigptoughneigh"	"The one that Petri linked earlier yes"
"2026-06-27T15:58:19.616000+00:00"	"bigptoughneigh"	"Off topic"
"2026-06-27T15:58:31.979000+00:00"	"semion0059_07860"	"ok"
"2026-06-27T15:58:33.374000+00:00"	"alexhv1997"	"Sorry"
"2026-06-27T16:02:06.584000+00:00"	"arabel1la"	"From what I understood reproducing the paper means writing to forbidded regions, but end-to-end unlock **require** AES key to uncipher the high-entropy block of vbios (to get actual get strap addresses). So do I understand it right, that we expect clean-room implementation only for falcon attack, but the actual unlocking payload will be not prepared during the clean room implementation?"
"2026-06-27T16:03:08.661000+00:00"	"bigptoughneigh"	"I’m okay with a clean room with that limited scope. We can re evaluate later perhaps?"
"2026-06-27T16:04:08.603000+00:00"	"alexhv1997"	"Please add me to the ""clean room."" I’m not a ""great developer,"" but I have access to two graphics cards, soldering skills, knowledge of electronics, and at least some familiarity with Unix-like operating systems, programming, and using various tools. I might be able to help with development or, at the very least, testing. I found out about this quite late, thanks to resellers."
"2026-06-27T17:05:11.898000+00:00"	"beefbonecapone"	"Yipeee I’m so back"
"2026-06-27T19:05:12.872000+00:00"	"petrikrohn_26497"	"Everyone has the Jon Pry paper. It is in the public domain. Even Nvidia has it."
"2026-06-27T19:07:28.661000+00:00"	"bigptoughneigh"	"Yeah, it doesn't look like that is a good gate at this point. Open to other suggestions. It seems a shame, but perhaps the work should be limited to those who I can trust. Maybe a crappy LLM bot can scan all comments/submissions to the shared project to flag potentially poisonous contributions. If someone isn't contributing, can they screen contributions before they are shown publically to prevent poisoning the well?"
"2026-06-27T19:07:48.786000+00:00"	"chandanv1989"	"Can someone pass the link to the paper. I will try to replicate"
"2026-06-27T19:08:53.257000+00:00"	"petrikrohn_26497"	"https://zenodo.org/records/20916112"
"2026-06-27T19:09:01.254000+00:00"	"bigptoughneigh"	"What (if any) previous falcon work is in the public domain that you recommend serves as an ancestor? I'll try to work together a scope document"
"2026-06-27T19:28:10.087000+00:00"	"bigptoughneigh"	"<@1497241385647214742> can you comment on the completeness of the paper? I'll set aside some time to read it given that the consensus is that it's clean.  Are the other exploits that you are privy to generally speaking a subset of what is described in the paper? Based a quick skim, it seems like there's concern that Nvidia might release a patch to their driver that prevents the bypass from ever having a chance to work in the future.   Do we have a backup of the needed version of the driver?"
"2026-06-27T19:31:50.532000+00:00"	"bigptoughneigh"	"Also soliciting feedback on this idea. Maybe multiple trusted individuals should be screening submissions so that nobody can muck it up"
"2026-06-27T19:33:25.105000+00:00"	"petrikrohn_26497"	"The drivers are on Github. They cannot be recalled. The latest is 610 from May.  Completeness:  The paper does not even mention the word ""encryption"". You also need to look at my two posts on Github. https://github.com/nvidia/open-gpu-kernel-modules"
"2026-06-27T19:38:09.645000+00:00"	"bigptoughneigh"	"Ok, it sounds like I'm asking a question to which the answer is poisonous? If so, thank you for diverting."
"2026-06-27T19:54:28.510000+00:00"	"meatsus"	"I think Petri just wanted to point out that we got all the historic data and releases so they are not subject to change"
"2026-06-27T20:18:13.148000+00:00"	"petrikrohn_26497"	"<@150790491548418048> - You asked for information to Tegra hacks. Here is the older one: https://github.com/CAmadeus/falcon-tools/tree/master/requiem"
"2026-06-27T20:18:47.287000+00:00"	"petrikrohn_26497"	"And this is a newer one: https://hexkyz.blogspot.com/2021/11/#TKFI"
"2026-06-27T22:14:45.756000+00:00"	"roman_gra"	"Hi! Question: Don't you think it would be better to try solving the problem through HULK?"
"2026-06-27T22:15:26.069000+00:00"	"bigptoughneigh"	"I think the old server looked at that, but it was a card by card basis, so the cert had to be generated internally at nvidia (not some leaked tool unfortunately) and the cert was unique to the card it was intended for"
"2026-06-27T22:15:44.460000+00:00"	"roman_gra"	"MMA FP16/INT8, etc..."
"2026-06-27T22:16:23.307000+00:00"	"_j3ns"	"The real issue is we don't have any HULK certs."
"2026-06-27T22:18:11.106000+00:00"	"roman_gra"	"HULK subs based on GPU ID  (keys). Not need RSA certs (as I understand it)"
"2026-06-27T22:18:42.501000+00:00"	"bigptoughneigh"	"Huh, idk sounds worth chasing down I guess"
"2026-06-27T22:20:04.670000+00:00"	"_j3ns"	"Sorry, I should make it more specific that we don't have any that apply to the 170HX that also apply to want secrets we want."
"2026-06-27T22:22:49.155000+00:00"	"roman_gra"	"All secrets for HULK stored on GPU (efuse).  Need algo for recovery keys, seed for 3AES sign"
"2026-06-28T14:44:57.120000+00:00"	"beefbonecapone"	"Booters are bit identical between 610 and 580 btw"
"2026-06-28T21:10:40.799000+00:00"	"testingforfaucet_18091"	"hi guys"
"2026-06-28T21:10:53.275000+00:00"	"counterstrikeproaimer"	"hello"
"2026-06-28T21:21:51.189000+00:00"	"gluckmaker"	"If we (hypotetically, if able to reproduce the original exploit) can execute code in HS context, it would be possible to either switch to debug (not the efuse itself, but an internal variable) or just read and exfiltrate those csecrets?"
"2026-06-28T21:27:11.825000+00:00"	"erhaede"	"What do you mean?"
"2026-06-28T21:31:40.998000+00:00"	"meatsus"	"so tell your local resellers that they fell for hype"
"2026-06-28T21:32:58.878000+00:00"	"bigptoughneigh"	"Let’s stay on topic here, this isn’t unlocking server or drama server 2.0. We are just here to discuss clean room implementation and scoping"
"2026-06-28T21:42:20.562000+00:00"	"bigptoughneigh"	"Would be awesome if possible. Not sure what we can do cleanly after getting falcon attack built. If we can build the payload with info extracted just via a falcon attack then we should probably be able to reproduce everything else in the paper…"
"2026-06-28T21:42:39.237000+00:00"	"bigptoughneigh"	"Prolly out of scope for now though"
"2026-06-29T06:48:10.742000+00:00"	"petrikrohn_26497"	"I think there was a misunderstanding.  The GPU die has two device IDs fused into it, one named `ORIGNAL` and the other named `REBRAND`. (This is described in an Nvidia patent.) There is a strap resistor `strap5` that changes between the two.  On the 170HX 10GB die the values are fused to `2082` and `20C2`. On the 8GB version they are both `20C2`. I have not been able to locate the resistor, although I have found the five others.  The VBIOS cannot change the device ID of the card. The alternate device ID on VBIOS likely only means that the VBIOS will run on a card with that ID."
"2026-06-29T07:57:06.354000+00:00"	"meatsus"	"<@1497241385647214742> so the 10GB has ORIGINAL of the A100 80G while the 8GB only has the CMP ?"
"2026-06-29T07:58:51.636000+00:00"	"angrykirc"	"they are both CMP, h/w unlock is impossible"
"2026-06-29T08:00:24.343000+00:00"	"meatsus"	"I was talking about the device IDs 20B2 and 20C2"
"2026-06-29T08:00:34.791000+00:00"	"angrykirc"	"10DE 20C2 = 8Gb 10DE 2082 = 10Gb"
"2026-06-29T08:01:46.934000+00:00"	"meatsus"	"oh so Petri misstyped 20B2 instead of 2082?"
"2026-06-29T17:49:51.030000+00:00"	"meatsus"	"hello to all the newcommers"
"2026-06-29T18:39:22.004000+00:00"	"riko6253"	"Old group is deleted?"
"2026-06-29T18:39:24.618000+00:00"	"riko6253"	"Hi guys"
"2026-06-29T19:04:10.250000+00:00"	"gluckmaker"	"Yes 🙁"
"2026-06-29T22:02:55.951000+00:00"	"leesle."	""
"2026-06-30T03:34:05.459000+00:00"	"jaystar708_69452"	""
"2026-06-30T07:55:10.794000+00:00"	"bat_knight"	""
"2026-06-30T08:05:42.076000+00:00"	"meatsus"	"ah fak, claude started flagging my recent nvidia-related cmp 170hx chats as problematic"
"2026-06-30T08:09:51.259000+00:00"	"ripplug"	""
"2026-06-30T08:27:10.911000+00:00"	"chandanv1989"	"Yeah eventually it will be problematic for nvidia 😜"
"2026-06-30T08:40:03.889000+00:00"	"erhaede"	"Yeah anthropic bans any of this work: you need to use GPT"
"2026-06-30T08:44:26.889000+00:00"	"meatsus"	"sadly gemini and gpt are super lobotomized, trying deepseek right now"
"2026-06-30T08:49:04.587000+00:00"	"erhaede"	"Sadly"
"2026-06-30T08:58:39.579000+00:00"	"meatsus"	"alright DeepSeek even at the regular fast small model seems to be excited about delving deeper into that"
"2026-06-30T09:00:04.151000+00:00"	"erhaede"	"Ahahah not surprising"
"2026-06-30T09:10:34.556000+00:00"	"xanthefin"	""
"2026-06-30T09:11:30.227000+00:00"	"meatsus"	"meanwhile  GPT : ""oooh yeah youre right my bad brooo, I shouldn't have asked you something irrelevant"" Gemini : ""Whoa fascinating, this is truly the key to the problem, now lets try something that doesn't work"" Claude : ""I can literally give you the code for an even better unlock but the Supervisor model will break my balls so im ending this conversation"""
"2026-06-30T11:58:09.311000+00:00"	"ju5t5omedude"	"""the People's model"""
"2026-06-30T12:00:09.534000+00:00"	"ju5t5omedude"	"Can you lobotomize it every few convos to get around it?  Maybe over different accounts?"
"2026-06-30T13:10:41.424000+00:00"	"meatsus"	"yes but even if it doesn't mention unlock/crack/hack or any keywords, the supervisor model is also an LLM and it reasons in a secret chat that you don't have access to... and its ridiculously picky and easily triggered"
"2026-06-30T13:21:31.721000+00:00"	"stsoftware_88487"	"Cleanroom, dirtyroom... I think there are a lot of information about implenting exploit: arnitology paper + leaked source (that probably can replace ""falcon simulator"")  I have a bunch of questions about implementation. Can they be asked here?"
"2026-06-30T13:23:21.230000+00:00"	"bigptoughneigh"	"Posting leaked/illegal stuff = ban, but I'm pretty much at my wits end on coming up with a clean room strategy, so ask away. Someone here might be able to answer"
"2026-06-30T13:26:01.139000+00:00"	"dufrelic"	""
"2026-06-30T13:28:02.340000+00:00"	"stsoftware_88487"	"I was able to reproduce loading constructed payload that was publicated in previous discord discussion. (sec2-rop path, with 0x009A0204=0x02779000, 0x0082381C=0x88888888, 0x00823804=0xFFFFFFFF) But this thing can be executed only with no drivers loaded. After loading stock drivers i read from 0x00823804 -> 0xffffff8f, and registers with throttle dividers stay with value 5. This means that something went wrong. Is this payload must be run in certain moment? Or i must revise payload?  When i try to reproduce permanent patching - driver fails to load. What i have done: 1. adjusted fwsignature_ga100 section offset and size, placed additional 0xf700 bytes the end on the gsp file. 2. run pathcer script.   dmesg log: [  473.231830] NVRM: _kgspBootGspRm: unexpected WPR2 already up, cannot proceed with booting GSP [  473.231836] NVRM: _kgspBootGspRm: (the GPU is likely in a bad state and may need to be reset) [  473.231854] NVRM: RmInitAdapter: Cannot initialize GSP firmware RM  Are there any manipulations needed with other part of drivers?"
"2026-06-30T13:38:21.936000+00:00"	"riko6253"	"Why previous discord group was closed?"
"2026-06-30T13:41:27.275000+00:00"	"stsoftware_88487"	"https://github.com/dartraiden/NVIDIA-patcher/issues/73#issuecomment-4804679991"
"2026-06-30T13:41:37.037000+00:00"	"erhaede"	"Those reasons"
"2026-06-30T13:44:52.822000+00:00"	"dufrelic"	""
"2026-06-30T15:19:04.955000+00:00"	"mezhekov"	""
"2026-06-30T15:52:33.622000+00:00"	"petrikrohn_26497"	"The bird in the ornithology paper is a canary, not a falcon."
"2026-06-30T16:17:11.304000+00:00"	"petrikrohn_26497"	"### Great news! Getting the ROP to run is relative easy, if you know what you are doing. (Which most people here do not.) The major difficulty is to return to the normal path of operation once the ROP runs. You need to free mutexes and stuff like that.  For the ""unexpected WPR2 already up"" error, it may be possible to bypass it by just changing the line of source code from an error to a warning.  ### Questions: - Are you actually able to read the changed values from BAR0? You could use the `probe.sh` script. - How did you construct the ROP chain? - Do you have the decrypted and disassembled version of the debug booter? If not, how do you think you can create a ROP chain? - Where did you find the debug version of the booter? What is the file name and where in the driver filesystem  is it located?"
"2026-06-30T16:48:43.172000+00:00"	"meatsus"	"Petri doesn't miss a chance to remind me that I don't know how to inject the bootloader in an escalated driverless environment"
"2026-06-30T17:38:45.076000+00:00"	"petrikrohn_26497"	"What is the ROP chain you are using? Could you please repost it here?"
"2026-06-30T18:09:58.748000+00:00"	"zorg33"	""
"2026-06-30T18:10:15.663000+00:00"	"zorg33"	"hi again, guys"
"2026-06-30T19:01:06.934000+00:00"	"counterstrikeproaimer"	"someone boot 100 agents to crack the 170hxs"
"2026-06-30T19:02:49.653000+00:00"	"counterstrikeproaimer"	"https://docs.google.com/document/d/1IRv9fcm_GsWYMkom2PV_9mlQM4Td-wAhUQT1I1w_Be8/edit?tab=t.0"
"2026-06-30T19:10:06.298000+00:00"	"gluckmaker"	"There is the script nouveau/extract-firmware-nouveau.py in the original opensource drivers that extracts prod or debug booter based on --debug-fused key."
"2026-06-30T19:10:37.347000+00:00"	"gluckmaker"	"By default it extracts prod."
"2026-06-30T19:15:38.642000+00:00"	"gluckmaker"	"BTW, I tried to download (probably vulnerable) version 580.189.04 that it references and got 404. More recent 610.43.02 downloads flawlessly. They might remove those versions - I didn't test other."
"2026-06-30T19:17:04.843000+00:00"	"gluckmaker"	"Open-source drivers on Github need firmware from closed-source driver packs."
"2026-06-30T19:20:35.996000+00:00"	"beefbonecapone"	"I think the vgpu unlocking discord has a archive"
"2026-06-30T19:21:18.846000+00:00"	"gluckmaker"	"Tested 580.183.02 - also 404."
"2026-06-30T19:25:13.077000+00:00"	"xanthefin"	"580.159.04 you mean.. ?"
"2026-06-30T19:30:41.269000+00:00"	"serplay228"	""
"2026-06-30T19:30:42.765000+00:00"	"gluckmaker"	"Yes, my bad - found that the required pack version is not same as the open-source version - it is listed in version.mk. 580.159.04 is correct."
"2026-06-30T19:31:09.002000+00:00"	"serplay228"	"how to fix this?"
"2026-06-30T19:31:22.950000+00:00"	"beefbonecapone"	"Nvm looks like he took it down in may"
"2026-06-30T19:31:58.589000+00:00"	"beefbonecapone"	"Extract firmware from loaded driver I think"
"2026-06-30T19:32:25.741000+00:00"	"serplay228"	"this is the result of the extraction script"
"2026-06-30T19:32:46.094000+00:00"	"beefbonecapone"	"What version are you running"
"2026-06-30T19:33:54.477000+00:00"	"serplay228"	"thats 580.167.08"
"2026-06-30T19:34:00.921000+00:00"	"serplay228"	"from github"
"2026-06-30T19:34:16.546000+00:00"	"serplay228"	"580.173.02 isnt working either"
"2026-06-30T19:35:25.321000+00:00"	"xanthefin"	"check commit history they marked 610.43.02"
"2026-06-30T19:35:39.344000+00:00"	"serplay228"	"try it?"
"2026-06-30T19:36:33.456000+00:00"	"xanthefin"	"595.71.05 was previous one release tagged in.. use version for your driver what you have (in releases page they tag per driver version) I dont know what 'try it'.. last time i did try older drivers nvidia forced me install gcc-8 for cuda to make it work which is hilariously old."
